client_id,client_name,client_type,segment,region,province,age,gender,account_type,account_open_date,aum_thb,phone,email,risk_level,is_active
C00174,Suphachai Boonlert,Individual,High Net Worth,North,Lampang,63.0,F,Cash,2024-05-26,17480858.41,098-792-9899,suphachai.boo@email.com,Medium,False
C00175,Anon Jitpakdi,Individual,High Net Worth,Bangkok,Bangkok,48.0,F,Margin,2022-08-09,4420762.22,088-865-8849,anon.jit@email.com,High,True
C00176,Kittisak Saengthong,Individual,Retail,Bangkok,Bangkok,28.0,M,Credit,2023-09-22,556914.77,081-785-9700,kittisak.sae@email.com,Medium,True
C00177,Chaiyaporn Phromwong,Individual,Retail,Bangkok,Bangkok,51.0,F,Credit,2025-01-20,221710.23,097-261-7666,chaiyaporn.phr@email.com,High,True
C00178,Nattapong Suksawat,Individual,Retail,North,Lampang,47.0,M,Cash,2023-06-26,739903.54,081-887-2465,nattapong.suk@email.com,Medium,True
C00179,Worawit Thongsuk,Individual,Retail,Central,Nonthaburi,69.0,F,Cash,2020-05-24,955885.06,092-906-9116,worawit.tho@email.com,Low,True
C00180,Siriwan Wongsuwan,Individual,Retail,South,Phuket,57.0,M,Margin,2023-03-16,258323.66,089-565-9901,siriwan.won@email.com,Medium,True
C00181,Pornphan Srisawat,Individual,Retail,Bangkok,Bangkok,46.0,F,Credit,2024-03-04,14602.51,094-763-5215,,High,True
C00182,Napaporn Chaiyasit,Individual,High Net Worth,Central,Pathum Thani,62.0,M,Cash,2021-08-28,4197407.47,092-946-8007,napaporn.cha@email.com,Low,True
C00183,Sasithorn Tangsiri,Individual,Retail,Central,Nonthaburi,55.0,F,Margin,2023-08-15,7325.74,092-341-8319,sasithorn.tan@email.com,High,True
C00184,Kanokwan Pongpanich,Individual,Retail,North,Lampang,25.0,F,Margin,2021-03-14,287659.78,087-163-2936,kanokwan.pon@email.com,Low,True
C00185,Patcharin Suwannapong,Institution,Institutional,North,Lampang,,,Margin,2021-08-21,31405130.72,087-324-3188,patcharin.suw@email.com,Medium,True
C00186,Rattana Rattanakit,Individual,Retail,South,Hat Yai,62.0,M,Margin,2020-11-01,765435.87,097-921-4578,rattana.rat@email.com,Medium,True
C00187,Supaporn Prasertchai,Individual,Retail,North,Chiang Mai,56.0,M,Cash,2021-12-02,1493095.21,083-163-9972,supaporn.pra@email.com,Medium,True
C00188,Nanthana Wattanasin,Individual,Retail,Northeast,Khon Kaen,48.0,M,Credit,2021-04-08,1305831.38,086-834-9008,nanthana.wat@email.com,Low,True
C00189,Waraporn Boonlert,Individual,Retail,Northeast,Khon Kaen,41.0,M,Margin,2021-12-13,1956826.55,094-788-6049,waraporn.boo@email.com,Low,True
C00190,Chutima Jitpakdi,Individual,Retail,Bangkok,Bangkok,25.0,F,Cash,2023-02-25,199308.02,082-654-1987,chutima.jit@email.com,Medium,True
C00191,Patcharee Saengthong,Individual,Retail,Central,Ayutthaya,43.0,M,Margin,2022-12-26,68987.61,092-559-7184,patcharee.sae@email.com,Medium,True
C00192,Somchai Phromwong,Individual,Retail,South,Hat Yai,44.0,F,Credit,2022-02-12,82379.95,084-845-4648,somchai.phr@email.com,High,True
C00193,Somsak Suksawat,Individual,Retail,Northeast,Ubon Ratchathani,31.0,M,Cash,2020-06-19,212069.66,087-353-8546,somsak.suk@email.com,High,True
C00194,Sompong Thongsuk,Institution,Institutional,Bangkok,Bangkok,,,Cash,2023-12-05,42119057.08,082-203-1550,sompong.tho@email.com,Low,True
C00195,Wichai Wongsuwan,Individual,High Net Worth,Northeast,Ubon Ratchathani,50.0,M,Margin,2023-10-09,3945642.59,097-322-1924,wichai.won@email.com,High,True
C00196,Prasert Srisawat,Individual,Retail,South,Songkhla,35.0,F,Credit,2023-10-03,46442.95,089-997-3347,prasert.sri@email.com,Medium,True
C00197,Thawatchai Chaiyasit,Individual,Retail,South,Surat Thani,38.0,F,Margin,2021-07-28,308814.67,093-669-9120,thawatchai.cha@email.com,Medium,True
C00198,Suphachai Tangsiri,Individual,Retail,Northeast,Nakhon Ratchasima,45.0,F,Margin,2023-05-27,586228.72,092-288-9813,suphachai.tan@email.com,Low,True
C00199,Anon Pongpanich,Individual,Retail,Bangkok,Bangkok,25.0,F,Margin,2022-09-30,803247.12,097-642-3196,anon.pon@email.com,Low,True
C00200,Kittisak Suwannapong,Individual,Retail,North,Chiang Mai,55.0,M,Cash,2022-01-30,689678.62,086-152-5398,kittisak.suw@email.com,Low,True
C00201,Chaiyaporn Rattanakit,Individual,Retail,South,Krabi,37.0,M,Cash,2023-11-13,117449.52,095-313-6455,chaiyaporn.rat@email.com,High,True
C00202,Nattapong Prasertchai,Individual,Retail,Northeast,Nakhon Ratchasima,73.0,F,Credit,2021-03-08,230156.28,099-820-4350,nattapong.pra@email.com,Medium,True
C00203,Worawit Wattanasin,Individual,Retail,North,Lampang,41.0,F,Credit,2023-08-14,688114.47,091-625-9147,worawit.wat@email.com,Low,True
C00204,Siriwan Boonlert,Individual,Retail,Northeast,Khon Kaen,55.0,F,Credit,2021-12-05,1127883.38,,siriwan.boo@email.com,Low,True
C00205,Pornphan Jitpakdi,Individual,Retail,Central,Ayutthaya,33.0,F,Credit,2021-11-21,379764.75,087-611-6530,pornphan.jit@email.com,Low,True
C00206,Napaporn Saengthong,Individual,Retail,North,Chiang Rai,63.0,M,Margin,2024-04-19,138846.4,097-600-4015,napaporn.sae@email.com,Low,True
C00207,Sasithorn Phromwong,Individual,Retail,Bangkok,Bangkok,25.0,M,Cash,2020-10-18,236832.49,080-522-3252,sasithorn.phr@email.com,Low,True
C00208,Kanokwan Suksawat,Individual,Retail,North,Chiang Mai,32.0,F,Cash,2021-08-14,198374.62,,kanokwan.suk@email.com,Low,True
C00209,Patcharin Thongsuk,Individual,Retail,North,Lampang,37.0,M,Cash,2024-12-26,1106039.95,096-932-8054,patcharin.tho@email.com,High,True
C00210,Rattana Wongsuwan,Individual,Retail,Central,Chonburi,57.0,F,Credit,2022-02-17,345018.21,088-934-6807,rattana.won@email.com,Medium,True
C00211,Supaporn Srisawat,Individual,Retail,Central,Samut Prakan,52.0,F,Cash,2021-04-01,385129.18,082-769-1519,supaporn.sri@email.com,High,False
C00212,Nanthana Chaiyasit,Individual,Retail,Central,Nonthaburi,39.0,M,Margin,2022-04-13,68242.33,093-760-6427,nanthana.cha@email.com,Low,True
C00213,Waraporn Tangsiri,Individual,Retail,South,Hat Yai,63.0,M,Cash,2023-07-25,225557.41,081-176-5593,waraporn.tan@email.com,Medium,False
C00214,Chutima Pongpanich,Individual,Retail,Central,Chonburi,25.0,F,Margin,2024-04-10,2153097.89,092-178-5903,chutima.pon@email.com,High,True
C00215,Patcharee Suwannapong,Individual,Retail,Central,Nonthaburi,56.0,F,Margin,2022-04-11,135397.26,091-154-2600,patcharee.suw@email.com,High,True
C00216,Somchai Rattanakit,Individual,Retail,Northeast,Udon Thani,39.0,F,Credit,2024-12-01,87582.44,088-902-8381,somchai.rat@email.com,Low,True
C00217,Somsak Prasertchai,Individual,Retail,Northeast,Khon Kaen,37.0,M,Credit,2020-10-02,167802.92,099-402-5037,somsak.pra@email.com,High,True
C00218,Sompong Wattanasin,Individual,Retail,Central,Ayutthaya,25.0,F,Credit,2023-04-23,2019321.08,,sompong.wat@email.com,Low,True
C00219,Wichai Boonlert,Individual,Retail,Central,Ayutthaya,53.0,F,Margin,2022-07-26,253629.0,097-668-9395,,Low,True
C00220,Prasert Jitpakdi,Corporate,Corporate,North,Phitsanulok,,,Margin,2025-01-05,45124881.24,089-523-7353,prasert.jit@email.com,Low,True
C00221,Thawatchai Saengthong,Individual,High Net Worth,Central,Ayutthaya,36.0,M,Credit,2024-02-18,8522797.99,084-375-5933,thawatchai.sae@email.com,Medium,True
C00222,Suphachai Phromwong,Institution,Institutional,Northeast,Khon Kaen,,,Cash,2023-01-22,50682521.1,088-352-9123,suphachai.phr@email.com,Low,True
C00223,Anon Suksawat,Individual,Retail,Northeast,Udon Thani,38.0,M,Credit,2020-05-13,164237.52,099-489-6399,anon.suk@email.com,Medium,True
C00224,Kittisak Thongsuk,Individual,High Net Worth,Central,Ayutthaya,38.0,F,Margin,2023-04-28,5770722.75,085-507-6228,kittisak.tho@email.com,Low,True
C00225,Chaiyaporn Wongsuwan,Individual,Retail,North,Phitsanulok,32.0,M,Margin,2023-01-14,138806.29,083-677-4273,chaiyaporn.won@email.com,Medium,True
C00226,Nattapong Srisawat,Individual,Retail,Central,Ayutthaya,26.0,F,Margin,2020-08-11,435226.53,089-951-2133,nattapong.sri@email.com,Medium,True
C00227,Worawit Chaiyasit,Individual,Retail,North,Chiang Rai,54.0,F,Margin,2023-09-01,328060.69,084-832-7932,worawit.cha@email.com,Medium,True
C00228,Siriwan Tangsiri,Individual,Retail,Northeast,Khon Kaen,43.0,M,Cash,2020-08-25,72174.66,091-818-9796,siriwan.tan@email.com,High,True
C00229,Pornphan Pongpanich,Individual,Retail,Central,Chonburi,40.0,F,Cash,2024-11-01,2300600.66,098-760-7547,pornphan.pon@email.com,Low,True
C00230,Napaporn Suwannapong,Individual,Retail,Central,Chonburi,37.0,M,Credit,2020-11-23,572070.68,096-671-4621,napaporn.suw@email.com,Low,True
C00231,Sasithorn Rattanakit,Individual,High Net Worth,North,Phitsanulok,54.0,M,Margin,2024-08-08,7527232.97,083-951-3321,sasithorn.rat@email.com,Medium,True
C00232,Kanokwan Prasertchai,Individual,Retail,Bangkok,Bangkok,25.0,M,Cash,2021-01-13,1326278.02,094-426-2100,kanokwan.pra@email.com,Medium,True
C00233,Patcharin Wattanasin,Individual,High Net Worth,Central,Pathum Thani,32.0,F,Cash,2022-03-11,19765881.95,085-665-3623,patcharin.wat@email.com,Medium,True
C00234,Rattana Boonlert,Individual,Retail,Central,Ayutthaya,47.0,M,Margin,2022-11-12,99977.9,080-855-4232,rattana.boo@email.com,Low,True
C00235,Supaporn Jitpakdi,Individual,Retail,Bangkok,Bangkok,46.0,F,Margin,2020-08-07,675696.58,097-291-6993,supaporn.jit@email.com,Medium,True
C00236,Nanthana Saengthong,Individual,Retail,North,Phitsanulok,43.0,M,Margin,2021-08-28,793025.06,092-701-2871,nanthana.sae@email.com,High,True
C00237,Waraporn Phromwong,Individual,Retail,South,Krabi,46.0,F,Margin,2024-08-10,89357.6,084-420-2931,waraporn.phr@email.com,Low,True
C00238,Chutima Suksawat,Individual,Retail,Northeast,Nakhon Ratchasima,51.0,M,Margin,2021-11-10,370187.98,092-533-4043,chutima.suk@email.com,Low,True
C00239,Patcharee Thongsuk,Individual,Retail,Central,Pathum Thani,57.0,F,Cash,2023-04-27,1048601.33,094-734-1878,patcharee.tho@email.com,Low,True
C00240,Somchai Wongsuwan,Individual,Retail,South,Krabi,41.0,F,Cash,2021-06-03,236559.78,095-518-9056,somchai.won@email.com,Low,True
C00241,Somsak Srisawat,Individual,Retail,Central,Samut Prakan,60.0,F,Margin,2024-11-25,179322.64,088-330-9808,somsak.sri@email.com,High,True
C00242,Sompong Chaiyasit,Individual,High Net Worth,Bangkok,Bangkok,26.0,F,Margin,2020-09-26,14491699.25,097-943-7010,sompong.cha@email.com,Low,True
C00243,Wichai Tangsiri,Individual,Retail,Bangkok,Bangkok,45.0,F,Cash,2023-06-01,392141.19,081-560-5305,wichai.tan@email.com,Low,True
C00244,Prasert Pongpanich,Institution,Institutional,South,Songkhla,,,Cash,2020-04-03,58939965.19,099-747-8015,prasert.pon@email.com,Low,True
C00245,Thawatchai Suwannapong,Individual,Retail,South,Songkhla,46.0,F,Credit,2022-02-05,203913.16,088-711-9827,thawatchai.suw@email.com,High,True
C00246,Suphachai Rattanakit,Individual,Retail,South,Phuket,51.0,M,Cash,2024-04-28,790000.7,093-160-5543,suphachai.rat@email.com,Low,True
C00247,Anon Prasertchai,Individual,Retail,Central,Ayutthaya,56.0,M,Margin,2022-05-04,776995.01,084-691-5402,anon.pra@email.com,Low,True
C00248,Kittisak Wattanasin,Individual,Retail,North,Lampang,45.0,M,Margin,2022-07-14,186781.28,095-435-1040,kittisak.wat@email.com,Medium,True
C00249,Chaiyaporn Boonlert,Individual,Retail,North,Chiang Mai,63.0,F,Credit,2020-08-15,1046833.67,097-507-4568,chaiyaporn.boo@email.com,Medium,True
C00250,Nattapong Jitpakdi,Individual,Retail,North,Chiang Rai,49.0,M,Cash,2021-11-28,860903.98,095-907-6631,nattapong.jit@email.com,High,True
C00251,Worawit Saengthong,Individual,Retail,Northeast,Khon Kaen,60.0,M,Margin,2024-05-21,81210.89,,worawit.sae@email.com,Low,True
C00252,Siriwan Phromwong,Individual,Retail,North,Chiang Rai,39.0,M,Cash,2020-03-07,640521.55,088-195-6905,siriwan.phr@email.com,Medium,True
C00253,Pornphan Suksawat,Individual,High Net Worth,Central,Ayutthaya,61.0,M,Margin,2021-05-29,6912345.51,,pornphan.suk@email.com,Low,True
C00254,Napaporn Thongsuk,Individual,Retail,Northeast,Khon Kaen,57.0,M,Credit,2025-01-14,212091.6,090-936-2975,napaporn.tho@email.com,Low,True
C00255,Sasithorn Wongsuwan,Individual,Retail,Bangkok,Bangkok,47.0,M,Margin,2024-07-03,256122.83,090-476-5902,sasithorn.won@email.com,High,True
C00256,Kanokwan Srisawat,Individual,Retail,South,Krabi,55.0,M,Credit,2025-01-13,1471411.87,099-765-3688,kanokwan.sri@email.com,High,True
C00257,Patcharin Chaiyasit,Individual,Retail,Central,Nonthaburi,47.0,F,Credit,2024-07-09,472672.16,084-870-3017,patcharin.cha@email.com,Low,True
C00258,Rattana Tangsiri,Individual,Retail,Bangkok,Bangkok,75.0,F,Cash,2021-12-24,1028346.76,099-714-5668,rattana.tan@email.com,High,True
C00259,Supaporn Pongpanich,Institution,Institutional,Central,Ayutthaya,,,Credit,2023-06-05,51635773.2,081-902-4921,supaporn.pon@email.com,High,True
C00260,Nanthana Suwannapong,Individual,High Net Worth,South,Phuket,47.0,F,Margin,2023-01-22,3827552.55,090-235-7337,nanthana.suw@email.com,High,True
C00261,Waraporn Rattanakit,Individual,Retail,Northeast,Khon Kaen,50.0,M,Credit,2024-12-27,466610.43,098-169-1225,,High,True
C00262,Chutima Prasertchai,Individual,Retail,South,Hat Yai,47.0,M,Credit,2022-09-16,1298938.11,092-184-9791,chutima.pra@email.com,Low,True
C00263,Patcharee Wattanasin,Individual,Retail,Central,Pathum Thani,46.0,M,Cash,2022-01-28,60089.35,090-500-2083,patcharee.wat@email.com,Low,True
C00264,Somchai Boonlert,Corporate,Corporate,Northeast,Khon Kaen,,,Margin,2022-07-17,41514362.22,099-723-1901,somchai.boo@email.com,Low,True
C00265,Somsak Jitpakdi,Individual,Retail,Central,Nonthaburi,75.0,F,Cash,2024-03-01,254582.42,095-455-9568,somsak.jit@email.com,Medium,True
C00266,Sompong Saengthong,Individual,Retail,North,Chiang Mai,51.0,M,Credit,2020-10-04,204132.44,080-443-8034,sompong.sae@email.com,Medium,True
C00267,Wichai Phromwong,Individual,High Net Worth,Bangkok,Bangkok,55.0,M,Cash,2020-04-07,15619627.38,098-270-7024,wichai.phr@email.com,High,True
C00268,Prasert Suksawat,Individual,Retail,Bangkok,Bangkok,25.0,M,Margin,2023-09-18,213053.24,081-583-6963,prasert.suk@email.com,High,True
C00269,Thawatchai Thongsuk,Individual,High Net Worth,Northeast,Nakhon Ratchasima,26.0,F,Cash,2023-04-12,6011411.75,087-526-6241,thawatchai.tho@email.com,High,True
C00270,Suphachai Wongsuwan,Individual,Retail,Bangkok,Bangkok,41.0,F,Credit,2023-10-31,97027.25,096-147-7568,suphachai.won@email.com,Medium,True
C00271,Anon Srisawat,Individual,Retail,Northeast,Khon Kaen,54.0,F,Margin,2023-01-06,225017.29,086-398-5979,anon.sri@email.com,Medium,True
C00272,Kittisak Chaiyasit,Individual,Retail,Central,Chonburi,43.0,F,Margin,2020-10-26,500195.39,087-254-1104,,High,True
C00273,Chaiyaporn Tangsiri,Individual,Retail,North,Chiang Mai,32.0,M,Credit,2020-10-29,1622999.14,092-969-6038,chaiyaporn.tan@email.com,Medium,True
C00274,Nattapong Pongpanich,Individual,Retail,Central,Samut Prakan,51.0,F,Margin,2024-07-24,267750.56,081-337-9515,nattapong.pon@email.com,Low,True
C00275,Worawit Suwannapong,Individual,Retail,South,Surat Thani,45.0,M,Credit,2021-07-05,452409.66,092-176-2020,worawit.suw@email.com,Medium,True
C00276,Siriwan Rattanakit,Individual,Retail,Northeast,Udon Thani,46.0,M,Cash,2023-04-20,693068.13,094-378-4827,siriwan.rat@email.com,Low,True
C00277,Pornphan Prasertchai,Individual,Retail,Northeast,Udon Thani,43.0,F,Credit,2022-10-21,105785.21,083-648-6870,pornphan.pra@email.com,Medium,True
C00278,Napaporn Wattanasin,Individual,Retail,Bangkok,Bangkok,46.0,M,Cash,2020-07-22,319392.9,089-946-1660,napaporn.wat@email.com,High,True
C00279,Sasithorn Boonlert,Individual,Retail,North,Phitsanulok,61.0,M,Credit,2022-03-16,290590.74,081-793-5896,sasithorn.boo@email.com,Medium,True
C00280,Kanokwan Jitpakdi,Individual,Retail,South,Surat Thani,25.0,M,Cash,2024-07-21,410081.73,094-204-3290,kanokwan.jit@email.com,Low,True
C00281,Patcharin Saengthong,Individual,Retail,North,Chiang Mai,48.0,F,Cash,2021-10-26,1460455.85,,patcharin.sae@email.com,Low,True
C00282,Rattana Phromwong,Individual,Retail,North,Chiang Mai,41.0,F,Credit,2024-11-04,157865.68,094-151-3752,rattana.phr@email.com,Low,True
C00283,Supaporn Suksawat,Individual,Retail,Northeast,Nakhon Ratchasima,40.0,M,Margin,2023-02-06,84891.8,086-291-5505,supaporn.suk@email.com,High,True
C00284,Nanthana Thongsuk,Individual,High Net Worth,North,Phitsanulok,44.0,F,Cash,2022-10-10,8378248.91,097-590-1999,nanthana.tho@email.com,High,True
C00285,Waraporn Wongsuwan,Individual,Retail,South,Surat Thani,36.0,F,Credit,2021-07-19,557207.36,097-913-1319,waraporn.won@email.com,High,True
C00286,Chutima Srisawat,Individual,Retail,North,Lampang,36.0,F,Cash,2022-11-27,54968.03,088-284-1427,chutima.sri@email.com,Medium,True
C00287,Patcharee Chaiyasit,Individual,High Net Worth,South,Surat Thani,51.0,M,Cash,2024-03-10,4360243.11,083-353-4951,patcharee.cha@email.com,High,True
C00288,Somchai Tangsiri,Individual,Retail,Northeast,Udon Thani,32.0,F,Margin,2020-05-18,139309.76,085-280-4875,somchai.tan@email.com,Low,True
C00289,Somsak Pongpanich,Individual,High Net Worth,North,Chiang Rai,47.0,M,Cash,2021-12-04,5530712.45,086-956-9064,somsak.pon@email.com,Low,True
C00290,Sompong Suwannapong,Individual,High Net Worth,Central,Nonthaburi,48.0,M,Credit,2022-02-17,4146967.05,095-100-6435,sompong.suw@email.com,High,True
C00291,Wichai Rattanakit,Individual,Retail,North,Chiang Mai,25.0,F,Cash,2024-12-17,1115931.51,084-700-3320,wichai.rat@email.com,Medium,True
C00292,Prasert Prasertchai,Individual,High Net Worth,Northeast,Khon Kaen,66.0,F,Margin,2023-03-13,5091364.03,089-430-3235,prasert.pra@email.com,Medium,True
C00293,Thawatchai Wattanasin,Individual,Retail,Central,Chonburi,60.0,M,Credit,2021-03-12,156030.85,099-905-6846,thawatchai.wat@email.com,Medium,True
C00294,Suphachai Boonlert,Individual,Retail,North,Chiang Rai,25.0,M,Cash,2024-02-02,263318.02,080-818-7415,suphachai.boo@email.com,High,True
C00295,Anon Jitpakdi,Individual,Retail,South,Surat Thani,25.0,M,Credit,2021-07-01,1482633.61,098-206-9129,anon.jit@email.com,Medium,True
C00296,Kittisak Saengthong,Individual,High Net Worth,Bangkok,Bangkok,38.0,F,Cash,2022-07-31,3754772.49,080-371-4435,kittisak.sae@email.com,High,False
C00297,Chaiyaporn Phromwong,Institution,Institutional,Northeast,Ubon Ratchathani,,,Margin,2020-12-22,43416016.48,093-270-7783,chaiyaporn.phr@email.com,Medium,True
C00298,Nattapong Suksawat,Institution,Institutional,Northeast,Nakhon Ratchasima,,,Cash,2024-03-03,90435722.7,094-175-1547,nattapong.suk@email.com,Low,True
C00299,Worawit Thongsuk,Individual,Retail,Northeast,Nakhon Ratchasima,70.0,F,Margin,2020-12-23,149127.34,082-660-2525,worawit.tho@email.com,Low,True
C00300,Siriwan Wongsuwan,Individual,Retail,Central,Chonburi,53.0,F,Margin,2022-08-25,900693.54,085-154-2659,siriwan.won@email.com,High,True
C00301,Pornphan Srisawat,Corporate,Corporate,South,Songkhla,,,Margin,2021-05-19,19917890.94,089-404-4891,pornphan.sri@email.com,Medium,True
C00302,Napaporn Chaiyasit,Individual,Retail,North,Chiang Mai,25.0,M,Margin,2022-09-08,403917.76,082-401-8869,,Medium,True
C00303,Sasithorn Tangsiri,Individual,High Net Worth,Northeast,Khon Kaen,51.0,F,Cash,2023-05-10,11852195.96,092-582-9013,sasithorn.tan@email.com,Medium,True
C00304,Kanokwan Pongpanich,Individual,Retail,North,Chiang Rai,64.0,F,Margin,2022-08-02,546867.11,081-369-8204,kanokwan.pon@email.com,Low,True
C00305,Patcharin Suwannapong,Individual,Retail,Bangkok,Bangkok,63.0,M,Margin,2021-05-03,1229104.78,091-927-9871,patcharin.suw@email.com,Low,True
C00306,Rattana Rattanakit,Individual,Retail,South,Hat Yai,49.0,M,Margin,2022-01-30,24052.33,095-686-4860,rattana.rat@email.com,High,True
C00307,Supaporn Prasertchai,Individual,Retail,South,Krabi,25.0,M,Cash,2024-04-04,669769.55,083-875-8357,supaporn.pra@email.com,Low,False
C00308,Nanthana Wattanasin,Individual,Retail,Bangkok,Bangkok,27.0,M,Cash,2023-12-14,246571.13,084-954-5225,nanthana.wat@email.com,Medium,True
C00309,Waraporn Boonlert,Individual,Retail,South,Songkhla,51.0,F,Cash,2020-04-12,219774.24,088-632-8506,,Medium,True
C00310,Chutima Jitpakdi,Individual,High Net Worth,South,Krabi,51.0,F,Credit,2021-10-25,6231798.93,083-208-2654,chutima.jit@email.com,Medium,True
C00311,Patcharee Saengthong,Individual,High Net Worth,Northeast,Ubon Ratchathani,25.0,F,Cash,2024-11-15,16809608.24,085-382-7602,patcharee.sae@email.com,Medium,True
C00312,Somchai Phromwong,Individual,High Net Worth,North,Chiang Rai,52.0,F,Credit,2024-10-22,3263976.39,,somchai.phr@email.com,Medium,True
C00313,Somsak Suksawat,Individual,Retail,Bangkok,Bangkok,26.0,F,Margin,2024-04-30,454214.42,089-861-8259,somsak.suk@email.com,High,True
C00314,Sompong Thongsuk,Individual,Retail,Northeast,Nakhon Ratchasima,40.0,M,Margin,2020-06-18,39055.25,093-858-8937,sompong.tho@email.com,Low,True
C00315,Wichai Wongsuwan,Individual,High Net Worth,South,Hat Yai,47.0,M,Cash,2024-04-28,6420851.13,096-682-1474,wichai.won@email.com,Low,False
C00316,Prasert Srisawat,Individual,High Net Worth,Bangkok,Bangkok,26.0,M,Margin,2021-02-17,11549118.49,086-380-7035,prasert.sri@email.com,Low,True
C00317,Thawatchai Chaiyasit,Individual,High Net Worth,Northeast,Ubon Ratchathani,40.0,F,Margin,2024-02-02,8932244.1,095-700-6730,thawatchai.cha@email.com,High,True
C00318,Suphachai Tangsiri,Individual,Retail,Bangkok,Bangkok,25.0,M,Credit,2024-10-21,48025.37,085-974-4511,suphachai.tan@email.com,High,True
C00319,Anon Pongpanich,Institution,Institutional,Bangkok,Bangkok,,,Credit,2022-06-05,17356522.44,084-762-3837,,High,True
C00320,Kittisak Suwannapong,Corporate,Corporate,North,Lampang,,,Credit,2022-09-16,16812020.26,092-972-6713,kittisak.suw@email.com,High,True
C00321,Chaiyaporn Rattanakit,Individual,Retail,South,Hat Yai,58.0,F,Margin,2021-10-21,390334.92,083-107-9380,chaiyaporn.rat@email.com,High,True
C00322,Nattapong Prasertchai,Institution,Institutional,North,Lampang,,,Credit,2021-03-31,75880388.96,083-593-2045,nattapong.pra@email.com,Medium,True
C00323,Worawit Wattanasin,Individual,High Net Worth,North,Chiang Rai,60.0,F,Margin,2024-03-29,12458859.94,096-883-4937,worawit.wat@email.com,Medium,True
C00324,Siriwan Boonlert,Individual,Retail,Bangkok,Bangkok,57.0,M,Credit,2023-06-05,336108.83,088-528-7628,,High,True
C00325,Pornphan Jitpakdi,Individual,Retail,South,Hat Yai,54.0,M,Credit,2021-04-26,17267.76,091-619-5918,pornphan.jit@email.com,Low,True
C00326,Napaporn Saengthong,Individual,High Net Worth,North,Chiang Rai,46.0,F,Credit,2021-04-09,4764474.82,090-770-2463,napaporn.sae@email.com,Medium,True
C00327,Sasithorn Phromwong,Institution,Institutional,South,Songkhla,,,Margin,2022-06-26,187123496.13,083-581-1879,sasithorn.phr@email.com,Low,True
C00328,Kanokwan Suksawat,Institution,Institutional,Central,Chonburi,,,Cash,2024-05-30,42143070.26,092-642-5888,kanokwan.suk@email.com,Low,True
C00329,Patcharin Thongsuk,Institution,Institutional,North,Phitsanulok,,,Cash,2021-11-21,103071363.66,094-246-6183,patcharin.tho@email.com,Medium,True
C00330,Rattana Wongsuwan,Individual,Retail,Central,Samut Prakan,28.0,M,Margin,2021-07-11,64238.88,081-104-8406,rattana.won@email.com,Low,True
C00331,Supaporn Srisawat,Individual,Retail,Bangkok,Bangkok,51.0,F,Cash,2021-08-21,595838.97,093-748-8035,supaporn.sri@email.com,Low,True
C00332,Nanthana Chaiyasit,Individual,Retail,North,Chiang Mai,41.0,M,Cash,2023-04-12,189380.19,096-295-1293,nanthana.cha@email.com,High,True
C00333,Waraporn Tangsiri,Individual,Retail,North,Chiang Rai,46.0,F,Credit,2024-07-04,782048.67,092-615-6015,waraporn.tan@email.com,Medium,True
C00334,Chutima Pongpanich,Individual,Retail,South,Krabi,55.0,F,Cash,2023-03-11,478378.25,093-803-3192,chutima.pon@email.com,Low,True
C00335,Patcharee Suwannapong,Individual,Retail,Northeast,Khon Kaen,48.0,M,Cash,2023-10-21,12351.71,087-844-3149,,Medium,True
C00336,Somchai Rattanakit,Institution,Institutional,Bangkok,Bangkok,,,Cash,2020-03-02,11074943.21,088-889-9761,somchai.rat@email.com,High,True
C00337,Somsak Prasertchai,Institution,Institutional,Bangkok,Bangkok,,,Credit,2021-03-20,47638186.02,083-526-8279,somsak.pra@email.com,High,True
C00338,Sompong Wattanasin,Institution,Institutional,Bangkok,Bangkok,,,Cash,2022-09-22,90168626.15,083-778-9524,sompong.wat@email.com,Medium,True
C00339,Wichai Boonlert,Corporate,Corporate,Bangkok,Bangkok,,,Credit,2023-07-02,13637572.34,083-903-2741,wichai.boo@email.com,High,True
C00340,Prasert Jitpakdi,Individual,High Net Worth,North,Phitsanulok,38.0,F,Credit,2023-06-06,7937664.54,085-140-9980,prasert.jit@email.com,Low,False
C00341,Thawatchai Saengthong,Institution,Institutional,Bangkok,Bangkok,,,Margin,2020-05-26,217019851.84,098-785-9095,thawatchai.sae@email.com,Low,True
C00342,Suphachai Phromwong,Individual,High Net Worth,Bangkok,Bangkok,25.0,M,Cash,2021-06-21,5704420.97,087-567-5850,suphachai.phr@email.com,Medium,True
C00343,Anon Suksawat,Individual,Retail,North,Phitsanulok,34.0,M,Credit,2020-12-10,58533.33,,anon.suk@email.com,Medium,True
C00344,Kittisak Thongsuk,Individual,Retail,South,Songkhla,54.0,F,Credit,2020-12-21,169304.55,082-481-6615,kittisak.tho@email.com,Medium,True
C00345,Chaiyaporn Wongsuwan,Individual,Retail,Northeast,Ubon Ratchathani,25.0,M,Cash,2021-06-12,569166.32,085-215-3171,chaiyaporn.won@email.com,Medium,True
C00346,Nattapong Srisawat,Individual,Retail,Northeast,Ubon Ratchathani,30.0,M,Credit,2024-01-25,1497478.13,099-488-6875,nattapong.sri@email.com,Medium,True
